Politician,Issuer,PublishedDate,TradedDate,DaysAfter,Owner,Type,SizeRange,Price
Ro KhannaDemocratHouseCA,NetApp IncNTAP:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$114.60
Ro KhannaDemocratHouseCA,Celanese CorpCE:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$120.36
Ro KhannaDemocratHouseCA,The PNC Financial Services Group IncPNC:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$182.61
Ro KhannaDemocratHouseCA,Genuine Parts CoGPC:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$136.61
Ro KhannaDemocratHouseCA,Chipotle Mexican Grill IncCMG:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$54.29
Ro KhannaDemocratHouseCA,PTC IncPTC:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$167.80
Ro KhannaDemocratHouseCA,Centene CorpCNC:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$70.84
Ro KhannaDemocratHouseCA,Dollar General CorporationDG:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$80.98
Ro KhannaDemocratHouseCA,NXP Semiconductors NVNXPI:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$230.60
Ro KhannaDemocratHouseCA,Blackrock IncBLK:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$877.94
Ro KhannaDemocratHouseCA,NVIDIA CorporationNVDA:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$106.47
Ro KhannaDemocratHouseCA,Cintas CorpCTAS:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$804.72
Ro KhannaDemocratHouseCA,Booking Holdings IncBKNG:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,"$3,802.89"
Ro KhannaDemocratHouseCA,ON Semiconductor CorpON:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$69.39
Ro KhannaDemocratHouseCA,Truist Financial CorpTFC:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$42.60
Ro KhannaDemocratHouseCA,First Solar IncFSLR:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$205.36
Ro KhannaDemocratHouseCA,Moderna IncMRNA:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$76.61
Ro KhannaDemocratHouseCA,West Pharmaceutical Services IncWST:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$302.03
Ro KhannaDemocratHouseCA,Biogen IncBIIB:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$199.27
Ro KhannaDemocratHouseCA,American International Group IncAIG:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$72.82
Ro KhannaDemocratHouseCA,PACCAR IncPCAR:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$94.97
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$248.59
Ro KhannaDemocratHouseCA,Monster Beverage CorpMNST:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$50.74
Ro KhannaDemocratHouseCA,FMC CorpFMC:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$61.07
Ro KhannaDemocratHouseCA,Fastenal CoFAST:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$68.09
Ro KhannaDemocratHouseCA,Delta Air Lines IncDAL:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$43.68
Ro KhannaDemocratHouseCA,Martin Marietta Materials IncMLM:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$506.18
Ro KhannaDemocratHouseCA,Cadence Design Systems IncCDNS:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$252.81
Ro KhannaDemocratHouseCA,Warner Bros Discover IncWBD:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$7.30
Ro KhannaDemocratHouseCA,Advanced Micro Devices IncAMD:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$138.15
Ro KhannaDemocratHouseCA,Marriott International IncMAR:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$228.59
Ro KhannaDemocratHouseCA,Meta Platforms IncMETA:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$504.79
Ro KhannaDemocratHouseCA,Bath & Body Works IncBBWI:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$27.54
Ro KhannaDemocratHouseCA,The Walt Disney CoDIS:US,8 Oct2024,9 Sept2024,days25,Child,sell,1K–15K,$88.34
Ro KhannaDemocratHouseCA,Barclays Bank PLC8376923Z:LN,8 Oct2024,12 Sept2024,days22,Spouse,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,Canadian Imperial Bank of CommerceCM:US,8 Oct2024,12 Sept2024,days22,Spouse,buy,50K–100K,$60.92
Ro KhannaDemocratHouseCA,salesforce.com IncCRM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,15K–50K,$245.76
Ro KhannaDemocratHouseCA,Tesla IncTSLA:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,15K–50K,$216.27
Ro KhannaDemocratHouseCA,Intel CorpINTC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$19.07
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,8 Oct2024,20 Sept2024,days14,Spouse,buy,1K–15K,$75.75
Ro KhannaDemocratHouseCA,Amazon.com IncAMZN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$175.40
Ro KhannaDemocratHouseCA,CVS Health CorpCVS:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$56.47
Ro KhannaDemocratHouseCA,Micron Technology IncMU:US,8 Oct2024,6 Sept2024,days28,Spouse,buy,1K–15K,$86.38
Ro KhannaDemocratHouseCA,International Business Machines CorpIBM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$203.53
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,8 Oct2024,26 Sept2024,days8,Spouse,buy,1K–15K,$74.29
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$92.21
Ro KhannaDemocratHouseCA,Amgen IncAMGN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$325.92
Ro KhannaDemocratHouseCA,Regeneron Pharmaceuticals IncREGN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,"$1,144.77"
Ro KhannaDemocratHouseCA,Vertex Pharmaceuticals IncVRTX:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$471.11
Ro KhannaDemocratHouseCA,Exelon CorpEXC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$38.73
Ro KhannaDemocratHouseCA,Micron Technology IncMU:US,8 Oct2024,17 Sept2024,days17,Spouse,buy,1K–15K,$88.73
Ro KhannaDemocratHouseCA,The Estee Lauder Cos IncEL:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$86.91
Ro KhannaDemocratHouseCA,Elanco Animal Health IncELAN:US,8 Oct2024,26 Sept2024,days8,Spouse,buy,1K–15K,$13.73
Ro KhannaDemocratHouseCA,Cigna CorpCI:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$357.61
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,8 Oct2024,27 Sept2024,days7,Spouse,buy,1K–15K,$13.72
Ro KhannaDemocratHouseCA,Merck & Co IncMRK:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$115.41
Ro KhannaDemocratHouseCA,McKesson CorpMCK:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$509.42
Ro KhannaDemocratHouseCA,Ceridian HCM Holding IncCDAY:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$56.81
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$248.59
Ro KhannaDemocratHouseCA,Constellation Brands IncSTZ:US,8 Oct2024,3 Sept2024,days31,Spouse,buy,1K–15K,$246.78
Ro KhannaDemocratHouseCA,Cadence Design Systems IncCDNS:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$252.81
Ro KhannaDemocratHouseCA,DexCom IncDXCM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$69.71
Ro KhannaDemocratHouseCA,Dollar General CorporationDG:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$80.98
Ro KhannaDemocratHouseCA,Paycom Software IncPAYC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$163.82
Ro KhannaDemocratHouseCA,ON Semiconductor CorpON:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$69.39
Ro KhannaDemocratHouseCA,Paramount Global IncPARA:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$10.31
Ro KhannaDemocratHouseCA,Warner Bros Discover IncWBD:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$7.30
Ro KhannaDemocratHouseCA,Brown-Forman CorpBF/A:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$46.34
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,8 Oct2024,13 Sept2024,days21,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,Synopsys IncSNPS:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$464.16
Ro KhannaDemocratHouseCA,The Walt Disney CoDIS:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$88.34
Ro KhannaDemocratHouseCA,Align Technology IncALGN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$221.38
Ro KhannaDemocratHouseCA,Walgreens Boots Alliance IncWBA:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$8.91
Ro KhannaDemocratHouseCA,Moderna IncMRNA:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$76.61
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,8 Oct2024,12 Sept2024,days22,Spouse,buy,1K–15K,$12.27
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$11.73
Ro KhannaDemocratHouseCA,Graphic Packaging Holding CoGPK:US,8 Oct2024,25 Sept2024,days9,Spouse,sell,1K–15K,$28.69
Ro KhannaDemocratHouseCA,NVIDIA CorporationNVDA:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$106.47
Ro KhannaDemocratHouseCA,Cisco Systems IncCSCO:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$48.70
Ro KhannaDemocratHouseCA,Comcast CorpCMCSA:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$39.72
Ro KhannaDemocratHouseCA,Becton Dickinson and CoBDX:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$237.22
Ro KhannaDemocratHouseCA,Digital Realty Trust IncDLR:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,Carter's Inc.CRI:US,8 Oct2024,3 Sept2024,days31,Spouse,sell,1K–15K,$66.61
Ro KhannaDemocratHouseCA,Charter Communications IncCHTR:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$324.84
Ro KhannaDemocratHouseCA,Centene CorpCNC:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$70.84
Ro KhannaDemocratHouseCA,Monster Beverage CorpMNST:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$50.74
Ro KhannaDemocratHouseCA,PTC IncPTC:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$167.80
Ro KhannaDemocratHouseCA,DTE Energy CoDTE:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$124.62
Ro KhannaDemocratHouseCA,Molina Healthcare IncMOH:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$323.72
Ro KhannaDemocratHouseCA,The AES CorpAES:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$16.20
Ro KhannaDemocratHouseCA,Danaher CorpDHR:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$273.09
Ro KhannaDemocratHouseCA,Accenture PLCACN:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$341.81
Ro KhannaDemocratHouseCA,Airbnb IncABNB:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$116.36
Ro KhannaDemocratHouseCA,Dollar Tree IncDLTR:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$67.42
Ro KhannaDemocratHouseCA,Intuit IncINTU:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$626.99
Ro KhannaDemocratHouseCA,West Pharmaceutical Services IncWST:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$302.03
Ro KhannaDemocratHouseCA,Avantor IncAVTR:US,8 Oct2024,10 Sept2024,days24,Spouse,sell,1K–15K,$26.47
Ro KhannaDemocratHouseCA,Equinix IncEQIX:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$831.80
Ro KhannaDemocratHouseCA,Mastercard IncMA:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$487.09
Ro KhannaDemocratHouseCA,Celanese CorpCE:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$120.36
Ro KhannaDemocratHouseCA,QUALCOMM IncQCOM:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$160.77
Ro KhannaDemocratHouseCA,Verisign IncVRSN:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$181.96
Ro KhannaDemocratHouseCA,Hormel Foods CorpHRL:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$32.40
Ro KhannaDemocratHouseCA,Freeport-McMoRan IncFCX:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$40.40
Ro KhannaDemocratHouseCA,Archer-Daniels-Midland CoADM:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$59.50
Ro KhannaDemocratHouseCA,Advanced Micro Devices IncAMD:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$138.15
Ro KhannaDemocratHouseCA,American International Group IncAIG:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$72.82
Ro KhannaDemocratHouseCA,TE Connectivity LtdTEL:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$144.82
Ro KhannaDemocratHouseCA,Incyte CorpINCY:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$62.26
Ro KhannaDemocratHouseCA,Etsy IncETSY:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$52.35
Ro KhannaDemocratHouseCA,CoStar Group IncCSGP:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$79.53
Ro KhannaDemocratHouseCA,Alphabet IncGOOGL:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$148.71
Ro KhannaDemocratHouseCA,EPAM Systems IncEPAM:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$206.12
Ro KhannaDemocratHouseCA,HENRY SCHEIN IncHSIC:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$68.89
Ro KhannaDemocratHouseCA,Dow IncDOW:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$51.30
Ro KhannaDemocratHouseCA,Biogen IncBIIB:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$199.27
Ro KhannaDemocratHouseCA,Albemarle CorpALB:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$78.41
Ro KhannaDemocratHouseCA,Nike IncNKE:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$79.49
Ro KhannaDemocratHouseCA,Waters CorpWAT:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$332.10
Ro KhannaDemocratHouseCA,Canadian Imperial Bank of CommerceCM:US,8 Oct2024,12 Sept2024,days22,Spouse,buy,100K–250K,$60.92
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,8 Oct2024,20 Sept2024,days14,Spouse,buy,1K–15K,$75.75
Ro KhannaDemocratHouseCA,Nike IncNKE:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$79.49
Ro KhannaDemocratHouseCA,Vertex Pharmaceuticals IncVRTX:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$471.11
Ro KhannaDemocratHouseCA,International Business Machines CorpIBM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$203.53
Ro KhannaDemocratHouseCA,Sensata Technologies Holding PLCST:US,8 Oct2024,17 Sept2024,days17,Spouse,buy,1K–15K,$35.72
Ro KhannaDemocratHouseCA,Micron Technology IncMU:US,8 Oct2024,6 Sept2024,days28,Spouse,buy,1K–15K,$86.38
Ro KhannaDemocratHouseCA,Amazon.com IncAMZN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$175.40
Ro KhannaDemocratHouseCA,Roper Technologies IncROP:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$553.39
Ro KhannaDemocratHouseCA,JPMorgan Chase & CoJPM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$216.81
Ro KhannaDemocratHouseCA,United Parcel Service IncUPS:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$128.88
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$248.59
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,8 Oct2024,26 Sept2024,days8,Spouse,buy,1K–15K,$74.29
Ro KhannaDemocratHouseCA,Lam Research CorpLRCX:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$734.31
Ro KhannaDemocratHouseCA,Amgen IncAMGN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$325.92
Ro KhannaDemocratHouseCA,Regeneron Pharmaceuticals IncREGN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,"$1,144.77"
Ro KhannaDemocratHouseCA,Elanco Animal Health IncELAN:US,8 Oct2024,26 Sept2024,days8,Spouse,buy,1K–15K,$13.73
Ro KhannaDemocratHouseCA,Alphabet IncGOOGL:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$148.71
Ro KhannaDemocratHouseCA,Fortinet IncFTNT:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$75.10
Ro KhannaDemocratHouseCA,Microchip Technology IncMCHP:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$75.41
Ro KhannaDemocratHouseCA,CrowdStrike Holdings IncCRWD:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$246.58
Ro KhannaDemocratHouseCA,ON Semiconductor CorpON:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$69.39
Ro KhannaDemocratHouseCA,Intel CorpINTC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$19.07
Ro KhannaDemocratHouseCA,Micron Technology IncMU:US,8 Oct2024,17 Sept2024,days17,Spouse,buy,1K–15K,$88.73
Ro KhannaDemocratHouseCA,Booking Holdings IncBKNG:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,"$3,802.89"
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,8 Oct2024,27 Sept2024,days7,Spouse,buy,1K–15K,$13.72
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,8 Oct2024,13 Sept2024,days21,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,ANSYS IncANSS:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$309.70
Ro KhannaDemocratHouseCA,Moderna IncMRNA:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$76.61
Ro KhannaDemocratHouseCA,West Pharmaceutical Services IncWST:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$302.03
Ro KhannaDemocratHouseCA,Adobe IncADBE:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$569.88
Ro KhannaDemocratHouseCA,Albemarle CorpALB:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$78.41
Ro KhannaDemocratHouseCA,The PNC Financial Services Group IncPNC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$182.61
Ro KhannaDemocratHouseCA,Dollar Tree IncDLTR:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$67.42
Ro KhannaDemocratHouseCA,salesforce.com IncCRM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$245.76
Ro KhannaDemocratHouseCA,Edwards Lifesciences CorpEW:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$65.71
Ro KhannaDemocratHouseCA,Applied Materials IncAMAT:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$177.55
Ro KhannaDemocratHouseCA,Enphase Energy IncENPH:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$103.04
Ro KhannaDemocratHouseCA,The Estee Lauder Cos IncEL:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$86.91
Ro KhannaDemocratHouseCA,LKQ CorporationLKQ:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$39.98
Ro KhannaDemocratHouseCA,McKesson CorpMCK:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$509.42
Ro KhannaDemocratHouseCA,Lamb Weston Holdings IncLW:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$63.17
Ro KhannaDemocratHouseCA,Constellation Brands IncSTZ:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$250.89
Ro KhannaDemocratHouseCA,DexCom IncDXCM:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$69.71
Ro KhannaDemocratHouseCA,Paycom Software IncPAYC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$163.82
Ro KhannaDemocratHouseCA,Wells Fargo & CoWFC:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$54.59
Ro KhannaDemocratHouseCA,Marriott International IncMAR:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$228.59
Ro KhannaDemocratHouseCA,Align Technology IncALGN:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$221.38
Ro KhannaDemocratHouseCA,ING Groep NVING:US,8 Oct2024,13 Sept2024,days21,Spouse,buy,1K–15K,$18.24
Ro KhannaDemocratHouseCA,Cisco Systems IncCSCO:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$48.70
Ro KhannaDemocratHouseCA,Rockwell Automation IncROK:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$259.25
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,8 Oct2024,12 Sept2024,days22,Spouse,buy,1K–15K,$12.27
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,U.S. BancorpUSB:US,8 Oct2024,9 Sept2024,days25,Spouse,buy,1K–15K,$45.26
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Oct2024,6 Sept2024,days28,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,Flex LtdFLEX:US,8 Oct2024,13 Sept2024,days21,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,Flex LtdFLEX:US,8 Oct2024,13 Sept2024,days21,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Oct2024,6 Sept2024,days28,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Oct2024,6 Sept2024,days28,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Oct2024,23 Sept2024,days11,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Oct2024,17 Sept2024,days17,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,15K–50K,$92.21
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,12 Sept2024,days22,Spouse,sell,15K–50K,$99.28
Ro KhannaDemocratHouseCA,Bank of America CorpBAC:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$39.47
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$178.19
Ro KhannaDemocratHouseCA,The Walt Disney CoDIS:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$88.34
Ro KhannaDemocratHouseCA,Synopsys IncSNPS:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$464.16
Ro KhannaDemocratHouseCA,Cadence Design Systems IncCDNS:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$252.81
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,5 Sept2024,days29,Spouse,sell,1K–15K,$91.56
Ro KhannaDemocratHouseCA,Starbucks CorpSBUX:US,8 Oct2024,6 Sept2024,days28,Spouse,sell,1K–15K,$91.15
Ro KhannaDemocratHouseCA,Broadcom IncAVGO:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$140.82
Ro KhannaDemocratHouseCA,Merck & Co IncMRK:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$115.41
Ro KhannaDemocratHouseCA,Carter's Inc.CRI:US,8 Oct2024,3 Sept2024,days31,Spouse,sell,1K–15K,$66.61
Ro KhannaDemocratHouseCA,Microsoft CorpMSFT:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$405.72
Ro KhannaDemocratHouseCA,Danaher CorpDHR:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$273.09
Ro KhannaDemocratHouseCA,Thermo Fisher Scientific IncTMO:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$620.42
Ro KhannaDemocratHouseCA,Graphic Packaging Holding CoGPK:US,8 Oct2024,25 Sept2024,days9,Spouse,sell,1K–15K,$28.69
Ro KhannaDemocratHouseCA,FedEx CorpFDX:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$283.30
Ro KhannaDemocratHouseCA,Avantor IncAVTR:US,8 Oct2024,10 Sept2024,days24,Spouse,sell,1K–15K,$26.47
Ro KhannaDemocratHouseCA,Airbnb IncABNB:US,8 Oct2024,9 Sept2024,days25,Spouse,sell,1K–15K,$116.36
