Politician,Issuer,PublishedDate,TradedDate,DaysAfter,Owner,Type,SizeRange,Price
Ro KhannaDemocratHouseCA,Teledyne Technologies IncTDY:US,8 Dec2023,3 Nov2023,days33,Child,buy,1K–15K,$379.46
Ro KhannaDemocratHouseCA,GE HEALTHCARE TECHNOLOGI INCGEHC:US,8 Dec2023,3 Nov2023,days33,Child,buy,1K–15K,$71.57
Ro KhannaDemocratHouseCA,Comcast CorpCMCSA:US,8 Dec2023,3 Nov2023,days33,Child,buy,1K–15K,$43.18
Ro KhannaDemocratHouseCA,Pool CorpPOOL:US,8 Dec2023,3 Nov2023,days33,Child,buy,1K–15K,$336.66
Ro KhannaDemocratHouseCA,Expedia Group IncEXPE:US,8 Dec2023,3 Nov2023,days33,Child,buy,1K–15K,$112.71
Ro KhannaDemocratHouseCA,Nike IncNKE:US,8 Dec2023,3 Nov2023,days33,Child,buy,1K–15K,$107.06
Ro KhannaDemocratHouseCA,Johnson & JohnsonJNJ:US,8 Dec2023,3 Nov2023,days33,Child,sell,15K–50K,$151.34
Ro KhannaDemocratHouseCA,Bank of America CorpBAC:US,8 Dec2023,3 Nov2023,days33,Child,sell,15K–50K,$28.42
Ro KhannaDemocratHouseCA,McDonald's CorpMCD:US,8 Dec2023,3 Nov2023,days33,Child,sell,15K–50K,$267.87
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$166.79
Ro KhannaDemocratHouseCA,Ford Motor CoF:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$10.56
Ro KhannaDemocratHouseCA,Texas Instruments IncTXN:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$150.23
Ro KhannaDemocratHouseCA,The Home Depot IncHD:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$295.61
Ro KhannaDemocratHouseCA,Prologis IncPLD:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$106.55
Ro KhannaDemocratHouseCA,The Walt Disney CoDIS:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$85.07
Ro KhannaDemocratHouseCA,Lowe's Cos IncLOW:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$194.94
Ro KhannaDemocratHouseCA,Aptiv PLCAPTV:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$77.50
Ro KhannaDemocratHouseCA,Airbnb IncABNB:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$122.64
Ro KhannaDemocratHouseCA,United Rentals IncURI:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$451.51
Ro KhannaDemocratHouseCA,JPMORGAN EQUITY PREMIUM INCOME ETFJEPI:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$53.59
Ro KhannaDemocratHouseCA,Generac Holdings IncGNRC:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$104.92
Ro KhannaDemocratHouseCA,VICI Properties IncVICI:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$29.17
Ro KhannaDemocratHouseCA,Realty Income CorpN/A,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$50.85
Ro KhannaDemocratHouseCA,Booking Holdings IncBKNG:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,"$2,858.75"
Ro KhannaDemocratHouseCA,Intuitive Surgical IncISRG:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$278.52
Ro KhannaDemocratHouseCA,Liberty Global PLCLBYAV:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$16.23
Ro KhannaDemocratHouseCA,Public StoragePSA:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$253.26
Ro KhannaDemocratHouseCA,Liberty Global PLCLBYAV:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$17.47
Ro KhannaDemocratHouseCA,The Estee Lauder Cos IncEL:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$110.96
Ro KhannaDemocratHouseCA,Biogen IncBIIB:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$249.50
Ro KhannaDemocratHouseCA,Edwards Lifesciences CorpEW:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$67.07
Ro KhannaDemocratHouseCA,Corteva IncCTVA:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$50.23
Ro KhannaDemocratHouseCA,Fox CorpFOXA:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$29.33
Ro KhannaDemocratHouseCA,Trimble IncTRMB:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$42.41
Ro KhannaDemocratHouseCA,KENVUE INCKVUE:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$19.37
Ro KhannaDemocratHouseCA,Extra Space Storage IncEXR:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$106.97
Ro KhannaDemocratHouseCA,Alexandria Real Estate Equities IncARE:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$102.32
Ro KhannaDemocratHouseCA,Genuine Parts CoGPC:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$134.02
Ro KhannaDemocratHouseCA,Discover Financial ServicesDFS:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$87.18
Ro KhannaDemocratHouseCA,Ulta Beauty IncULTA:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$385.88
Ro KhannaDemocratHouseCA,Microchip Technology IncMCHP:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$76.43
Ro KhannaDemocratHouseCA,The PNC Financial Services Group IncPNC:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$123.21
Ro KhannaDemocratHouseCA,Archer-Daniels-Midland CoADM:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$72.91
Ro KhannaDemocratHouseCA,Equifax IncEFX:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$181.82
Ro KhannaDemocratHouseCA,Kellogg CoK:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$52.06
Ro KhannaDemocratHouseCA,Kimberly-Clark CorpKMB:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$119.39
Ro KhannaDemocratHouseCA,Illumina IncILMN:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$116.92
Ro KhannaDemocratHouseCA,Fortinet IncFTNT:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$50.48
Ro KhannaDemocratHouseCA,Monster Beverage CorpMNST:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$55.56
Ro KhannaDemocratHouseCA,Ameriprise Financial IncAMP:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$335.74
Ro KhannaDemocratHouseCA,West Pharmaceutical Services IncWST:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$335.00
Ro KhannaDemocratHouseCA,Dow IncDOW:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$49.73
Ro KhannaDemocratHouseCA,ANSYS IncANSS:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$287.74
Ro KhannaDemocratHouseCA,Costco Wholesale CorpCOST:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$560.90
Ro KhannaDemocratHouseCA,Avery Dennison CorpAVY:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$181.24
Ro KhannaDemocratHouseCA,Waters CorpWAT:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$260.49
Ro KhannaDemocratHouseCA,Humana IncHUM:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$477.01
Ro KhannaDemocratHouseCA,SBA Communications CorpSBAC:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$227.09
Ro KhannaDemocratHouseCA,Nasdaq IncNDAQ:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$50.22
Ro KhannaDemocratHouseCA,Paychex IncPAYX:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$110.46
Ro KhannaDemocratHouseCA,Tesla IncTSLA:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$219.96
Ro KhannaDemocratHouseCA,Automatic Data Processing IncADP:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$219.31
Ro KhannaDemocratHouseCA,The Kraft Heinz CoKHC:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$33.27
Ro KhannaDemocratHouseCA,Franklin Resources IncBEN:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$24.25
Ro KhannaDemocratHouseCA,PACCAR IncPCAR:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$86.80
Ro KhannaDemocratHouseCA,Amcor PLCAMCR:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$9.11
Ro KhannaDemocratHouseCA,International Paper CoIP:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$34.60
Ro KhannaDemocratHouseCA,C.H. Robinson Worldwide IncCHRW:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$81.69
Ro KhannaDemocratHouseCA,Align Technology IncALGN:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$197.44
Ro KhannaDemocratHouseCA,Fortive CorpFTV:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$65.95
Ro KhannaDemocratHouseCA,Old Dominion Freight Line IncODFL:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$392.34
Ro KhannaDemocratHouseCA,Corning IncGLW:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$27.93
Ro KhannaDemocratHouseCA,Synchrony FinancialSYF:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$30.15
Ro KhannaDemocratHouseCA,Alphabet IncGOOGL:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$129.10
Ro KhannaDemocratHouseCA,S&P Global IncSPGI:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$382.90
Ro KhannaDemocratHouseCA,VERALTO CORPVLTO:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$70.80
Ro KhannaDemocratHouseCA,Keysight Technologies IncKEYS:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$125.76
Ro KhannaDemocratHouseCA,DENTSPLY SIRONA IncXRAY:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$29.21
Ro KhannaDemocratHouseCA,Charles River Laboratories International IncCRL:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$181.91
Ro KhannaDemocratHouseCA,Delta Air Lines IncDAL:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$33.35
Ro KhannaDemocratHouseCA,Caesars Entertainment IncCZR:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$44.40
Ro KhannaDemocratHouseCA,Berkshire Hathaway IncBRK/B:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$351.81
Ro KhannaDemocratHouseCA,Bio-Techne CorpTECH:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$58.72
Ro KhannaDemocratHouseCA,Teradyne IncTER:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$87.70
Ro KhannaDemocratHouseCA,Highwoods Properties IncHIW:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$20.02
Ro KhannaDemocratHouseCA,CarMax IncKMX:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$66.97
Ro KhannaDemocratHouseCA,Enphase Energy IncENPH:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$80.81
Ro KhannaDemocratHouseCA,Southwest Airlines CoLUV:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$23.70
Ro KhannaDemocratHouseCA,DocuSign IncDOCU:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$41.09
Ro KhannaDemocratHouseCA,Organon & CoOGN:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$13.30
Ro KhannaDemocratHouseCA,TransUnionTRU:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$50.31
Ro KhannaDemocratHouseCA,Match Group Inc -OLDN/A,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,Bio-Rad Laboratories IncBIO:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$287.88
Ro KhannaDemocratHouseCA,Laboratory Corp of America HoldingsLH:US,8 Dec2023,3 Nov2023,days33,Child,sell,1K–15K,$210.22
Ro KhannaDemocratHouseCA,Zimmer Biomet Holdings IncZBH:US,8 Dec2023,7 Nov2023,days29,Spouse,buy,15K–50K,$105.93
Ro KhannaDemocratHouseCA,Zimmer Biomet Holdings IncZBH:US,8 Dec2023,3 Nov2023,days33,Spouse,buy,1K–15K,$108.75
Ro KhannaDemocratHouseCA,Zimmer Biomet Holdings IncZBH:US,8 Dec2023,2 Nov2023,days34,Spouse,buy,1K–15K,$110.20
Ro KhannaDemocratHouseCA,Zimmer Biomet Holdings IncZBH:US,8 Dec2023,8 Nov2023,days28,Spouse,buy,1K–15K,$104.86
Ro KhannaDemocratHouseCA,Zimmer Biomet Holdings IncZBH:US,8 Dec2023,14 Nov2023,days22,Spouse,buy,1K–15K,$108.07
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Dec2023,1 Nov2023,days35,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Dec2023,1 Nov2023,days35,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Dec2023,28 Nov2023,days8,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Dec2023,15 Nov2023,days21,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,8 Dec2023,6 Nov2023,days30,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,Regions Financial CorpRF:US,8 Dec2023,28 Nov2023,days8,Spouse,sell,1K–15K,$16.00
Ro KhannaDemocratHouseCA,Regions Financial CorpRF:US,8 Dec2023,27 Nov2023,days9,Spouse,sell,1K–15K,$15.97
Ro KhannaDemocratHouseCA,Regions Financial CorpRF:US,8 Dec2023,7 Nov2023,days29,Spouse,sell,1K–15K,$15.36
Ro KhannaDemocratHouseCA,T-Mobile US IncTMUS:US,8 Dec2023,10 Nov2023,days26,Spouse,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,Fox CorpFOXA:US,8 Dec2023,10 Nov2023,days26,Spouse,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,Eversource EnergyES:US,8 Dec2023,10 Nov2023,days26,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,HAMILTON COUNTY OHION/A,8 Dec2023,7 Nov2023,days29,Child,buy,1K–15K,N/A
Kevin HernRepublicanHouseOK,Accenture PLCACN:US,8 Dec2023,15 Nov2023,days22,Joint,buy,1K–15K,$325.50
Kevin HernRepublicanHouseOK,Federal Home Loan Mortgage CorpFMCC:US,8 Dec2023,6 Nov2023,days31,Joint,sell,100K–250K,$0.66
Kevin HernRepublicanHouseOK,Marsh & McLennan Companies IncMMC:US,8 Dec2023,15 Nov2023,days22,Joint,buy,1K–15K,$195.48
Kevin HernRepublicanHouseOK,ONEOK IncOKE:US,8 Dec2023,14 Nov2023,days23,Joint,buy,1K–15K,$65.73
Kevin HernRepublicanHouseOK,ONEOK IncOKE:US,8 Dec2023,14 Nov2023,days23,Joint,buy,1K–15K,$65.73
Kevin HernRepublicanHouseOK,Texas Instruments IncTXN:US,8 Dec2023,14 Nov2023,days23,Joint,buy,1K–15K,$149.93
Kevin HernRepublicanHouseOK,Texas Instruments IncTXN:US,8 Dec2023,14 Nov2023,days23,Joint,buy,1K–15K,$149.93
Kevin HernRepublicanHouseOK,US TREASURY BILLSN/A,8 Dec2023,30 Nov2023,days7,Joint,sell,500K–1M,N/A
Mike GarciaRepublicanHouseCA,US TREASURY BONDN/A,8 Dec2023,4 Dec2023,days3,Undisclosed,buy,250K–500K,N/A
Sheldon WhitehouseDemocratSenateRI,CELSIUS HOLDINGS INCCELH:US,7 Dec2023,8 Nov2023,days29,Self,buy,1K–15K,$179.27
Sheldon WhitehouseDemocratSenateRI,VERALTO CORPVLTO:US,7 Dec2023,29 Nov2023,days8,Spouse,sell,1K–15K,$74.22
Sheldon WhitehouseDemocratSenateRI,VERALTO CORPVLTO:US,7 Dec2023,29 Nov2023,days8,Self,sell,1K–15K,$74.22
Sheldon WhitehouseDemocratSenateRI,Kimberly-Clark CorpKMB:US,7 Dec2023,16 Nov2023,days21,Self,sell,50K–100K,$121.71
Sheldon WhitehouseDemocratSenateRI,VERALTO CORPVLTO:US,7 Dec2023,29 Nov2023,days8,Self,sell,1K–15K,$74.22
Kathy ManningDemocratHouseNC,SEVEN BRIDGES LONG SHORT EQUITY FUND LTDN/A,7 Dec2023,1 Nov2023,days35,Spouse,sell,100K–250K,N/A
Kathy ManningDemocratHouseNC,SEVEN BRIDGES LONG SHORT EQUITY FUND LTDN/A,7 Dec2023,1 Nov2023,days35,Spouse,sell,250K–500K,N/A
Kathy ManningDemocratHouseNC,SEVEN BRIDGES LONG SHORT EQUITY FUND LTDN/A,7 Dec2023,1 Nov2023,days35,Undisclosed,sell,500K–1M,N/A
Kathy ManningDemocratHouseNC,SEVEN BRIDGES MULTI STRATEGY FUND LPN/A,7 Dec2023,1 Nov2023,days35,Spouse,buy,100K–250K,N/A
Joe ManchinDemocratSenateWV,CITY OF TOMBALL TEXASN/A,6 Dec2023,7 Nov2023,days29,Self,buy,15K–50K,N/A
Virginia FoxxRepublicanHouseNC,Alliance Resource Partners LPARLP:US,6 Dec2023,15 Nov2023,days20,Joint,buy,1K–15K,$22.23
Virginia FoxxRepublicanHouseNC,Arlington Asset Investment CorpAAIC:US,6 Dec2023,28 Nov2023,days7,Joint,buy,1K–15K,$21.38
Virginia FoxxRepublicanHouseNC,AT&T IncT:US,6 Dec2023,2 Nov2023,days33,Joint,buy,1K–15K,$19.72
Virginia FoxxRepublicanHouseNC,CROSS TIMBERS ROYALTY TRUSTCRT:US,6 Dec2023,29 Nov2023,days6,Joint,buy,1K–15K,$19.36
Virginia FoxxRepublicanHouseNC,CROSS TIMBERS ROYALTY TRUSTCRT:US,6 Dec2023,28 Nov2023,days7,Joint,buy,1K–15K,$20.10
Virginia FoxxRepublicanHouseNC,FLEX LNG LTDFLNG:US,6 Dec2023,28 Nov2023,days7,Joint,buy,1K–15K,$29.23
Virginia FoxxRepublicanHouseNC,USD Partners LPUSDP:US,6 Dec2023,10 Nov2023,days25,Joint,sell,1K–15K,$0.37
Jonathan JacksonDemocratHouseIL,ASML Holding NVASML:US,5 Dec2023,16 Nov2023,days18,Joint,sell,15K–50K,$680.87
Jonathan JacksonDemocratHouseIL,Championx CorpCHX:US,5 Dec2023,16 Nov2023,days18,Joint,sell,15K–50K,$29.13
Jonathan JacksonDemocratHouseIL,Honeywell International IncHON:US,5 Dec2023,16 Nov2023,days18,Joint,sell,50K–100K,$190.71
Jonathan JacksonDemocratHouseIL,T-Mobile US IncTMUS:US,5 Dec2023,7 Nov2023,days27,Joint,buy,15K–50K,$147.13
Earl BlumenauerDemocratHouseOR,International Paper CoIP:US,5 Dec2023,8 Nov2023,days26,Spouse,sell,1K–15K,$33.56
Earl BlumenauerDemocratHouseOR,Northwest Natural Holding CoNWN:US,5 Dec2023,15 Nov2023,days19,Spouse,buy,1K–15K,$37.36
Earl BlumenauerDemocratHouseOR,PayPal Holdings IncPYPL:US,5 Dec2023,9 Nov2023,days25,Spouse,sell,1K–15K,$54.28
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,5 Dec2023,3 Nov2023,days31,Undisclosed,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,5 Dec2023,3 Nov2023,days31,Undisclosed,buy,15K–50K,N/A
David KustoffRepublicanHouseTN,NVIDIA CorporationNVDA:US,4 Dec2023,29 Nov2023,days1,Undisclosed,buy,15K–50K,$481.40
Gary PetersDemocratSenateMI,COUNTY OF WILL ILLINOISN/A,1 Dec2023,2 Nov2023,days29,Self,buy,15K–50K,N/A
Markwayne MullinRepublicanSenateOK,CLEAR CREEK INDEPENDENT SCHOOL DISTRICTN/A,29 Nov2023,31 Oct2023,days28,Joint,buy,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,NEW YORK CITY MUNICIPAL WATER FINANCE AUTHORITYN/A,29 Nov2023,27 Oct2023,days32,Joint,buy,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,OKLAHOMA TRANSPORTATION AUTHORITYN/A,29 Nov2023,26 Oct2023,days33,Joint,buy,15K–50K,N/A
Markwayne MullinRepublicanSenateOK,OKLAHOMA DEVELOPMENT FINANCE AUTHORITYN/A,29 Nov2023,16 Nov2023,days12,Joint,buy,15K–50K,N/A
Angus KingOtherSenateME,STATE OF MAINEN/A,28 Nov2023,23 Oct2023,days36,Spouse,buy,15K–50K,N/A
Suzan DelBeneDemocratHouseWA,ARIZONA INDUSTRIAL DEVELOPMENT AUTHORITYN/A,27 Nov2023,3 Nov2023,days23,Joint,buy,15K–50K,N/A
Suzan DelBeneDemocratHouseWA,ARIZONA INDUSTRIAL DEVELOPMENT AUTHORITYN/A,27 Nov2023,1 Nov2023,days25,Joint,buy,15K–50K,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,sell,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Doris MatsuiDemocratHouseCA,US TREASURY NOTEN/A,21 Nov2023,6 Nov2023,days14,Spouse,buy,500K–1M,N/A
Michael GuestRepublicanHouseMS,Arista Networks IncANET:US,21 Nov2023,1 Nov2023,days19,Spouse,buy,1K–15K,$210.84
Michael GuestRepublicanHouseMS,INTERNATIONAL SEAWAYS INCINSW:US,21 Nov2023,27 Oct2023,days24,Spouse,buy,1K–15K,$49.22
Michael GuestRepublicanHouseMS,URANIUM ENERGY CORPUEC:US,21 Nov2023,25 Oct2023,days26,Spouse,buy,1K–15K,$5.75
Chuck FleischmannRepublicanHouseTN,SPDR GOLD MINISHARES TRGLDM:US,21 Nov2023,20 Oct2023,days28,Joint,sell,1K–15K,$39.26
Chuck FleischmannRepublicanHouseTN,Vanguard Scottsdale Funds Vanguard Short-Term Corporate Bond ETFVCSH:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$74.70
Chuck FleischmannRepublicanHouseTN,SPDR S&P 400 Mid Cap Value ETFMDYV:US,21 Nov2023,20 Oct2023,days28,Joint,sell,1K–15K,$61.60
Chuck FleischmannRepublicanHouseTN,SPDR S&P 400 Mid Cap Growth ETFMDYG:US,21 Nov2023,20 Oct2023,days28,Joint,sell,1K–15K,$66.62
Chuck FleischmannRepublicanHouseTN,SPDR S&P 600 Small Cap Growth ETFSLYG:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$70.04
Chuck FleischmannRepublicanHouseTN,SPDR Portfolio Developed World ex-US ETFSPDW:US,21 Nov2023,20 Oct2023,days28,Joint,sell,15K–50K,$29.87
Chuck FleischmannRepublicanHouseTN,PACER US SM CP CS CW 100 ETFCALF:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$39.84
Chuck FleischmannRepublicanHouseTN,iShares 10-20 Year Treasury Bond ETFTLH:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$93.88
Chuck FleischmannRepublicanHouseTN,INVESCO S&P MDCP QUALITY ETFXMHQ:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$77.38
Chuck FleischmannRepublicanHouseTN,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETFPDBC:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$15.05
Chuck FleischmannRepublicanHouseTN,Global X FinTech ETFFINX:US,21 Nov2023,20 Oct2023,days28,Joint,buy,1K–15K,$19.19
Chuck FleischmannRepublicanHouseTN,FRANKLIN FTSE JAPAN ETFFLJP:US,21 Nov2023,20 Oct2023,days28,Joint,sell,1K–15K,$25.47
Chuck FleischmannRepublicanHouseTN,BONDBLOXX B O Y T D US T ETFXONE:US,21 Nov2023,20 Oct2023,days28,Joint,sell,1K–15K,$49.70
Michael McCaulRepublicanHouseTX,Accenture PLCACN:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$290.04
Michael McCaulRepublicanHouseTX,Adobe IncADBE:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$508.12
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,20 Nov2023,31 Oct2023,days17,Spouse,buy,50K–100K,$124.08
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,20 Nov2023,31 Oct2023,days17,Spouse,buy,15K–50K,$124.08
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,20 Nov2023,31 Oct2023,days17,Spouse,sell,50K–100K,$124.08
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$122.17
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,20 Nov2023,16 Oct2023,days32,Spouse,sell,50K–100K,$140.49
Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,20 Nov2023,31 Oct2023,days17,Spouse,sell,50K–100K,$133.09
Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$127.74
Michael McCaulRepublicanHouseTX,Arista Networks IncANET:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$176.19
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$590.00
Michael McCaulRepublicanHouseTX,HARTSFIELD JACKSON INTERNATIONAL AIRPORT CITY OF ATLANTA GEORGIAN/A,20 Nov2023,12 Oct2023,days36,Spouse,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,AUTODESK IncADSK:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,100K–250K,$195.15
Michael McCaulRepublicanHouseTX,Automatic Data Processing IncADP:US,20 Nov2023,27 Oct2023,days21,Spouse,sell,50K–100K,$214.84
